N,Rho,Verteilung_X,Parameter,Avg_Skewness,Bias_OLS,Bias_ICA,RMSE_OLS,RMSE_ICA
10000,0.1,beta,"{'a': 4.0, 'b': 4.0}",0.0001,2.6467,0.0003,2.6471,0.7123
10000,0.1,chisquare,{'df': 2},1.9865,0.0249,-0.0003,0.0253,0.0121
10000,0.1,chisquare,{'df': 8},0.9973,0.0062,-0.0015,0.0066,0.0289
10000,0.1,chisquare,{'df': 14},0.7544,0.0035,-0.0016,0.004,0.0309
10000,0.1,chisquare,{'df': 20},0.6307,0.0026,-0.0003,0.003,0.0328
10000,0.1,gamma,"{'shape': 1.0, 'scale': 0.5}",1.8796,0.3846,-0.0013,0.3851,0.1559
10000,0.1,gamma,"{'shape': 1.0, 'scale': 2.0}",1.9865,0.0249,-0.0002,0.0253,0.0447
10000,0.1,gamma,"{'shape': 2.0, 'scale': 4.0}",1.4115,0.003,-0.0006,0.0035,0.0145
10000,0.1,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9973,0.0062,-0.0004,0.0066,0.0276
10000,0.1,lognormal,"{'mean': 0.0, 'sigma': 1.0}",5.8405,0.0216,0.0,0.0222,0.0465
10000,0.1,lognormal,"{'mean': 0.0, 'sigma': 0.75}",3.199,0.0751,-0.0003,0.0757,0.0868
10000,0.1,lognormal,"{'mean': 0.0, 'sigma': 0.5}",1.6806,0.2669,-0.0006,0.2674,0.1327
10000,0.1,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.6362,1.2709,-0.0034,1.2714,0.6083
10000,0.1,t,{'df': 3},-0.0723,0.0337,0.0008,0.0344,0.0582
10000,0.1,t,{'df': 4},-0.0214,0.0497,0.0005,0.0502,0.0927
10000,0.1,t,{'df': 5},0.0055,0.06,-0.0018,0.0605,0.0855
10000,0.1,t,{'df': 6},0.0057,0.0665,0.0015,0.067,0.0586
10000,0.2,beta,"{'a': 0.5, 'b': 0.5}",0.0004,1.2122,0.0006,1.2123,0.2925
10000,0.2,beta,"{'a': 1.0, 'b': 1.0}",-0.0002,1.6222,0.0034,1.6223,0.5102
10000,0.2,beta,"{'a': 2.0, 'b': 2.0}",0.0004,2.2218,-0.0118,2.2219,1.6138
10000,0.2,beta,"{'a': 4.0, 'b': 4.0}",-0.0,2.9507,0.0031,2.9508,2.0494
10000,0.2,chisquare,{'df': 2},1.9643,0.0494,-0.0003,0.0497,0.0422
10000,0.2,chisquare,{'df': 8},0.9945,0.0124,-0.0006,0.0126,0.0291
10000,0.2,chisquare,{'df': 14},0.7532,0.0071,-0.0016,0.0073,0.0279
10000,0.2,chisquare,{'df': 20},0.63,0.0051,0.0008,0.0053,0.0321
10000,0.2,gamma,"{'shape': 1.0, 'scale': 0.5}",1.5949,0.6899,-0.0024,0.6902,0.2821
10000,0.2,gamma,"{'shape': 1.0, 'scale': 2.0}",1.9643,0.0494,-0.0004,0.0497,0.0612
10000,0.2,gamma,"{'shape': 2.0, 'scale': 4.0}",1.4095,0.0061,-0.0006,0.0064,0.0192
10000,0.2,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9945,0.0124,-0.0004,0.0126,0.0242
10000,0.2,lognormal,"{'mean': 0.0, 'sigma': 1.0}",5.7864,0.0429,0.0001,0.0433,0.0518
10000,0.2,lognormal,"{'mean': 0.0, 'sigma': 0.75}",3.0952,0.1467,-0.0002,0.1471,0.0668
10000,0.2,lognormal,"{'mean': 0.0, 'sigma': 0.5}",1.4979,0.494,-0.0013,0.4944,0.193
10000,0.2,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.392,1.8401,-0.0056,1.8403,0.478
10000,0.2,t,{'df': 3},-0.0714,0.0669,0.0007,0.0675,0.0491
10000,0.2,t,{'df': 4},-0.0213,0.0982,0.0003,0.0984,0.074
10000,0.2,t,{'df': 5},0.0057,0.1176,-0.0021,0.1179,0.0362
10000,0.2,t,{'df': 6},0.0057,0.1302,0.002,0.1305,0.071
10000,0.3,beta,"{'a': 0.5, 'b': 0.5}",0.0008,1.3955,0.0007,1.3956,0.7867
10000,0.3,beta,"{'a': 1.0, 'b': 1.0}",-0.0003,1.7307,0.0047,1.7307,20.1395
10000,0.3,beta,"{'a': 2.0, 'b': 2.0}",0.0006,2.1428,-0.0091,2.1428,0.5303
10000,0.3,beta,"{'a': 4.0, 'b': 4.0}",-0.0001,2.5472,-0.0073,2.5472,0.5036
10000,0.3,chisquare,{'df': 2},1.9282,0.0733,-0.0003,0.0735,0.0447
10000,0.3,chisquare,{'df': 8},0.9899,0.0186,-0.0004,0.0188,0.0311
10000,0.3,chisquare,{'df': 14},0.7512,0.0106,-0.001,0.0108,0.0286
10000,0.3,chisquare,{'df': 20},0.6288,0.0075,0.0002,0.0077,0.0334
10000,0.3,gamma,"{'shape': 1.0, 'scale': 0.5}",1.2556,0.8827,-0.0016,0.883,0.2185
10000,0.3,gamma,"{'shape': 1.0, 'scale': 2.0}",1.9282,0.0733,-0.0004,0.0735,0.038
10000,0.3,gamma,"{'shape': 2.0, 'scale': 4.0}",1.4062,0.0093,-0.0009,0.0094,0.0197
10000,0.3,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9899,0.0186,-0.0004,0.0188,0.0215
10000,0.3,lognormal,"{'mean': 0.0, 'sigma': 1.0}",5.6976,0.0635,-0.0001,0.064,0.0515
10000,0.3,lognormal,"{'mean': 0.0, 'sigma': 0.75}",2.9338,0.2122,-0.0004,0.2125,0.0529
10000,0.3,lognormal,"{'mean': 0.0, 'sigma': 0.5}",1.2584,0.6595,0.0001,0.6598,0.2099
10000,0.3,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.2223,1.8904,0.0011,1.8905,1.263
10000,0.3,t,{'df': 3},-0.0697,0.0988,0.0007,0.0994,0.0704
10000,0.3,t,{'df': 4},-0.0208,0.1438,0.0001,0.144,0.0631
10000,0.3,t,{'df': 5},0.0059,0.1712,-0.002,0.1714,0.0488
10000,0.3,t,{'df': 6},0.0055,0.189,0.0021,0.1892,0.0857
10000,0.4,beta,"{'a': 0.5, 'b': 0.5}",0.001,1.4037,0.0006,1.4037,0.8488
10000,0.4,beta,"{'a': 1.0, 'b': 1.0}",-0.0004,1.6435,0.0034,1.6436,0.3675
10000,0.4,beta,"{'a': 2.0, 'b': 2.0}",0.0007,1.9048,-0.0084,1.9048,0.3198
10000,0.4,beta,"{'a': 4.0, 'b': 4.0}",-0.0002,2.1302,-0.0137,2.1302,0.4539
10000,0.4,chisquare,{'df': 2},1.8796,0.0961,-0.0003,0.0963,0.029
10000,0.4,chisquare,{'df': 8},0.9834,0.0247,-0.0015,0.0248,0.0219
10000,0.4,chisquare,{'df': 14},0.7484,0.0142,-0.0009,0.0143,0.0303
10000,0.4,chisquare,{'df': 20},0.6272,0.01,0.0005,0.0101,0.0342
10000,0.4,gamma,"{'shape': 1.0, 'scale': 0.5}",0.9475,0.976,-0.0013,0.9761,0.8968
10000,0.4,gamma,"{'shape': 1.0, 'scale': 2.0}",1.8796,0.0961,-0.0004,0.0963,0.0531
10000,0.4,gamma,"{'shape': 2.0, 'scale': 4.0}",1.4015,0.0123,-0.0008,0.0125,0.0127
10000,0.4,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9834,0.0247,-0.0017,0.0248,0.0305
10000,0.4,lognormal,"{'mean': 0.0, 'sigma': 1.0}",5.5769,0.0834,-0.0001,0.0839,0.0475
10000,0.4,lognormal,"{'mean': 0.0, 'sigma': 0.75}",2.7302,0.2695,-0.0002,0.2698,0.0879
10000,0.4,lognormal,"{'mean': 0.0, 'sigma': 0.5}",1.0157,0.762,-0.001,0.7622,0.1989
10000,0.4,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.1285,1.7491,0.0041,1.7491,0.6551
10000,0.4,t,{'df': 3},-0.0673,0.1288,0.0007,0.1295,0.0598
10000,0.4,t,{'df': 4},-0.0201,0.1855,0.0004,0.1857,0.0757
10000,0.4,t,{'df': 5},0.0059,0.2194,-0.0017,0.2195,0.0686
10000,0.4,t,{'df': 6},0.0053,0.2413,0.0014,0.2415,0.0933
10000,0.5,beta,"{'a': 0.5, 'b': 0.5}",0.0011,1.3335,0.0009,1.3335,0.0976
10000,0.5,beta,"{'a': 1.0, 'b': 1.0}",-0.0004,1.4996,0.0027,1.4997,0.0624
10000,0.5,beta,"{'a': 2.0, 'b': 2.0}",0.0007,1.6667,-0.0076,1.6667,0.2237
10000,0.5,beta,"{'a': 4.0, 'b': 4.0}",-0.0002,1.8,-0.0103,1.8,0.3823
10000,0.5,chisquare,{'df': 2},1.8201,0.1177,-0.0004,0.1178,0.0426
10000,0.5,chisquare,{'df': 8},0.9753,0.0308,-0.0006,0.0308,0.0256
10000,0.5,chisquare,{'df': 14},0.7449,0.0177,-0.0016,0.0178,0.0306
10000,0.5,chisquare,{'df': 20},0.6251,0.0125,0.0005,0.0126,0.0325
10000,0.5,gamma,"{'shape': 1.0, 'scale': 0.5}",0.703,1.0003,-0.0014,1.0004,0.0909
10000,0.5,gamma,"{'shape': 1.0, 'scale': 2.0}",1.8201,0.1177,-0.0003,0.1178,0.034
10000,0.5,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3956,0.0154,-0.0009,0.0155,0.0226
10000,0.5,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9753,0.0308,-0.0008,0.0308,0.0245
10000,0.5,lognormal,"{'mean': 0.0, 'sigma': 1.0}",5.4279,0.1023,-0.0001,0.1028,0.0504
10000,0.5,lognormal,"{'mean': 0.0, 'sigma': 0.75}",2.501,0.3175,-0.0002,0.3179,0.0969
10000,0.5,lognormal,"{'mean': 0.0, 'sigma': 0.5}",0.8015,0.8131,-0.0002,0.8132,0.7402
10000,0.5,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.0781,1.5689,-0.0119,1.5689,0.581
10000,0.5,t,{'df': 3},-0.0644,0.1564,0.0008,0.1572,0.0539
10000,0.5,t,{'df': 4},-0.0191,0.2226,0.0004,0.2228,0.0904
10000,0.5,t,{'df': 5},0.006,0.2612,-0.0018,0.2614,0.0759
10000,0.5,t,{'df': 6},0.0049,0.2861,0.0015,0.2862,0.0804
10000,0.6,beta,"{'a': 0.5, 'b': 0.5}",0.0011,1.2372,0.001,1.2372,0.1973
10000,0.6,beta,"{'a': 1.0, 'b': 1.0}",-0.0003,1.3531,0.0029,1.3531,0.1549
10000,0.6,beta,"{'a': 2.0, 'b': 2.0}",0.0006,1.4635,-0.0064,1.4635,0.1918
10000,0.6,beta,"{'a': 4.0, 'b': 4.0}",-0.0002,1.5473,-0.002,1.5473,0.4023
10000,0.6,chisquare,{'df': 2},1.7514,0.1376,-0.0004,0.1377,0.0272
10000,0.6,chisquare,{'df': 8},0.9654,0.0367,-0.0008,0.0367,0.0323
10000,0.6,chisquare,{'df': 14},0.7406,0.0211,-0.0026,0.0212,0.0308
10000,0.6,chisquare,{'df': 20},0.6225,0.0149,-0.0002,0.015,0.0325
10000,0.6,gamma,"{'shape': 1.0, 'scale': 0.5}",0.5212,0.9839,-0.0007,0.984,0.729
10000,0.6,gamma,"{'shape': 1.0, 'scale': 2.0}",1.7514,0.1376,-0.0006,0.1377,0.0526
10000,0.6,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3885,0.0185,-0.0008,0.0185,0.0138
10000,0.6,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9654,0.0367,-0.0004,0.0367,0.0336
10000,0.6,lognormal,"{'mean': 0.0, 'sigma': 1.0}",5.2545,0.12,-0.0,0.1206,0.0497
10000,0.6,lognormal,"{'mean': 0.0, 'sigma': 0.75}",2.2616,0.3561,-0.0002,0.3564,0.1659
10000,0.6,lognormal,"{'mean': 0.0, 'sigma': 0.5}",0.6264,0.8276,-0.0002,0.8277,1.4518
10000,0.6,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.05,1.3996,-0.01,1.3996,0.4634
10000,0.6,t,{'df': 3},-0.061,0.1815,0.0009,0.1823,0.0714
10000,0.6,t,{'df': 4},-0.0181,0.2547,0.0001,0.2549,0.1012
10000,0.6,t,{'df': 5},0.0059,0.2964,-0.0017,0.2965,0.0981
10000,0.6,t,{'df': 6},0.0046,0.3229,0.0017,0.323,0.1446
10000,0.7,beta,"{'a': 0.5, 'b': 0.5}",0.001,1.1383,0.0007,1.1383,0.1334
10000,0.7,beta,"{'a': 1.0, 'b': 1.0}",-0.0003,1.2206,0.0038,1.2207,0.0775
10000,0.7,beta,"{'a': 2.0, 'b': 2.0}",0.0006,1.2963,-0.0095,1.2964,0.1815
10000,0.7,beta,"{'a': 4.0, 'b': 4.0}",-0.0002,1.3519,-0.0017,1.3519,0.4791
10000,0.7,chisquare,{'df': 2},1.6757,0.1559,-0.0003,0.156,0.0672
10000,0.7,chisquare,{'df': 8},0.954,0.0425,-0.0004,0.0425,0.0238
10000,0.7,chisquare,{'df': 14},0.7356,0.0246,-0.0004,0.0246,0.033
10000,0.7,chisquare,{'df': 20},0.6195,0.0174,0.0008,0.0174,0.0307
10000,0.7,gamma,"{'shape': 1.0, 'scale': 0.5}",0.3896,0.9462,-0.0012,0.9462,0.3625
10000,0.7,gamma,"{'shape': 1.0, 'scale': 2.0}",1.6757,0.1559,-0.0005,0.156,0.051
10000,0.7,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3801,0.0215,-0.0007,0.0215,0.0187
10000,0.7,gamma,"{'shape': 4.0, 'scale': 2.0}",0.954,0.0425,-0.0016,0.0425,0.0314
10000,0.7,lognormal,"{'mean': 0.0, 'sigma': 1.0}",5.0612,0.1364,0.0,0.137,0.0313
10000,0.7,lognormal,"{'mean': 0.0, 'sigma': 0.75}",2.0244,0.3857,-0.0001,0.3859,0.0907
10000,0.7,lognormal,"{'mean': 0.0, 'sigma': 0.5}",0.4893,0.8187,0.0003,0.8188,0.9233
10000,0.7,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.0336,1.2529,-0.0092,1.2529,0.5248
10000,0.7,t,{'df': 3},-0.0572,0.2036,0.0007,0.2045,0.0654
10000,0.7,t,{'df': 4},-0.0169,0.2816,-0.0001,0.2818,0.1566
10000,0.7,t,{'df': 5},0.0058,0.3249,-0.0018,0.325,0.1277
10000,0.7,t,{'df': 6},0.0042,0.3521,0.0015,0.3522,0.1339
10000,0.8,beta,"{'a': 0.5, 'b': 0.5}",0.001,1.0458,0.001,1.0458,0.0673
10000,0.8,beta,"{'a': 1.0, 'b': 1.0}",-0.0003,1.1057,0.0039,1.1058,0.1459
10000,0.8,beta,"{'a': 2.0, 'b': 2.0}",0.0005,1.1595,-0.0083,1.1595,0.2039
10000,0.8,beta,"{'a': 4.0, 'b': 4.0}",-0.0002,1.198,-0.0053,1.198,0.7263
10000,0.8,chisquare,{'df': 2},1.5949,0.1725,-0.0003,0.1726,0.0571
10000,0.8,chisquare,{'df': 8},0.9411,0.0481,-0.0005,0.0481,0.0301
10000,0.8,chisquare,{'df': 14},0.7298,0.0279,-0.0019,0.028,0.0276
10000,0.8,chisquare,{'df': 20},0.6161,0.0198,0.0002,0.0198,0.0323
10000,0.8,gamma,"{'shape': 1.0, 'scale': 0.5}",0.295,0.8991,-0.0007,0.8991,0.3246
10000,0.8,gamma,"{'shape': 1.0, 'scale': 2.0}",1.5949,0.1725,-0.0004,0.1726,0.0681
10000,0.8,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3705,0.0244,-0.0008,0.0245,0.0181
10000,0.8,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9411,0.0481,-0.0014,0.0481,0.0257
10000,0.8,lognormal,"{'mean': 0.0, 'sigma': 1.0}",4.8526,0.1515,-0.0,0.152,0.022
10000,0.8,lognormal,"{'mean': 0.0, 'sigma': 0.75}",1.7983,0.4071,-0.0002,0.4073,0.116
10000,0.8,lognormal,"{'mean': 0.0, 'sigma': 0.5}",0.3841,0.796,-0.0007,0.7961,0.4885
10000,0.8,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.0235,1.1288,-0.0043,1.1288,0.8807
10000,0.8,t,{'df': 3},-0.0531,0.223,0.0008,0.2238,0.0093
10000,0.8,t,{'df': 4},-0.0157,0.3036,0.0,0.3037,0.1298
10000,0.8,t,{'df': 5},0.0057,0.3471,-0.0017,0.3472,0.0363
10000,0.8,t,{'df': 6},0.0037,0.3741,0.0015,0.3742,0.0967
